,Price
18735,615000.0
4915,791000.0
33616,1099000.0
32877,522000.0
25035,1470000.0
7322,900000.0
10191,905000.0
22657,330000.0
2517,1505000.0
19564,800000.0
34011,2710000.0
22416,370000.0
14509,1020000.0
1702,575000.0
31685,490000.0
28346,1210000.0
31275,828000.0
27771,1370000.0
27379,1260000.0
19242,1440000.0
23365,1870000.0
19726,1300000.0
9547,430000.0
22086,555000.0
21648,880000.0
25022,2660000.0
34173,740000.0
3667,1510000.0
16495,1185000.0
17584,771000.0
14646,650000.0
20108,960500.0
22106,1495000.0
32442,1210000.0
22815,725000.0
6202,725500.0
25443,950000.0
26659,635000.0
33776,651000.0
30299,870000.0
26852,1440000.0
32770,500000.0
14456,967000.0
17724,490000.0
14492,705000.0
3087,1610000.0
22581,430000.0
6308,2474000.0
20937,870000.0
9419,430000.0
13811,950000.0
12726,1400000.0
19954,1260000.0
3038,737000.0
15321,630450.0
31958,1290000.0
2548,786666.6666666665
9098,215000.0
3959,1900000.0
30223,1270000.0
14210,1750000.0
12462,1540000.0
5660,560000.0
26601,682750.0
16897,545000.0
12767,445000.0
9472,628750.0
6667,360000.0
391,1130000.0
16996,1695000.0
15314,455000.0
1037,2690000.0
2782,775000.0
23800,645000.0
26628,750000.0
27381,830000.0
25908,490000.0
16555,770000.0
31733,445000.0
6573,775500.0
30090,586000.0
28154,750000.0
33182,1343333.333333333
1843,375000.0
22294,438000.0
21457,635000.0
20643,712000.0
14320,805000.0
31785,830000.0
2318,765000.0
10393,5500000.0
12107,2540000.0
13084,891000.0
11653,500000.0
26731,375790.0
23168,500000.0
22237,786000.0
4047,870000.0
6740,760000.0
10907,550000.0
21976,2990000.0
3781,626000.0
13479,690000.0
5384,725000.0
24515,980000.0
22812,736000.0
34602,1620000.0
15140,1026666.6666666665
14146,860000.0
24644,510000.0
21509,380000.0
4628,1375000.0
24658,737500.0
10069,2003000.0
2073,2076666.666666667
3031,1880000.0
11529,2850000.0
24727,1380000.0
19246,510000.0
21705,881000.0
9422,815000.0
15655,1650000.0
1931,1425000.0
28057,960000.0
26546,1060000.0
24395,1300000.0
1665,928000.0
7572,850500.0
30120,2697500.0
9,1105750.0
136,1850000.0
20731,1685000.0
23102,1150000.0
5162,472000.0
29948,1550000.0
11097,440000.0
14199,1060000.0
1793,620800.0
31345,610000.0
13896,2165000.0
27786,700000.0
26666,1400000.0
1642,1200000.0
26172,540000.0
18258,755000.0
32028,560000.0
15457,1573000.0
24939,896875.0
18161,940000.0
901,760000.0
23169,655000.0
30991,680000.0
26024,2725000.0
8238,968500.0
19005,751000.0
32539,367500.0
11845,685000.0
7244,1010000.0
26807,1522000.0
3746,1625000.0
13833,716000.0
12789,1100000.0
23336,1035000.0
17335,707500.0
11484,666250.0
18364,700000.0
12639,1020000.0
16081,945000.0
25311,530000.0
16701,955000.0
27005,285000.0
32381,995000.0
1743,2118000.0
6647,940000.0
4648,1825000.0
30926,420000.0
34782,627000.0
15029,5510000.0
20335,920000.0
17986,642500.0
30205,1112750.0
29625,1346666.6666666665
3198,1095000.0
34826,832000.0
33656,1350000.0
14042,642000.0
19512,877500.0
5276,3950000.0
20741,555000.0
16497,900000.0
25266,1090000.0
4051,1756000.0
5428,590000.0
8357,575000.0
9749,977500.0
12041,790000.0
16656,1370000.0
29908,690000.0
25421,1435000.0
23607,360000.0
11193,872000.0
19388,500000.0
8368,620500.0
28994,1090000.0
7133,760000.0
21591,600666.6666666665
33016,1242000.0
11859,145000.0
25026,1610000.0
25177,612000.0
16410,1305000.0
5692,970000.0
14098,1110000.0
3431,910000.0
16511,680250.0
26923,698000.0
31705,800000.0
28206,1145000.0
15650,660000.0
33414,1265000.0
14108,1000000.0
2880,1280000.0
2683,753000.0
22634,565000.0
32838,870000.0
12775,871750.0
32722,866000.0
7047,1380000.0
2673,1495200.0
20806,1228000.0
26654,870000.0
9518,451000.0
16067,1500000.0
27941,1467500.0
24958,1000500.0
28558,750000.0
32123,1741250.0
33763,730000.0
28544,830000.0
567,790000.0
14240,1025000.0
29509,636000.0
23859,779000.0
16882,855000.0
9304,1780000.0
4669,1998125.0
10745,355000.0
16460,1071888.0
32443,996500.0
10940,1102500.0
15174,292000.0
7219,470000.0
16185,1095000.0
33788,685250.0
3273,680000.0
21929,478000.0
28904,1072500.0
25025,2001000.0
17540,417500.0
19667,2200000.0
26124,860000.0
23539,1170000.0
5432,1000500.0
9970,593000.0
16363,797000.0
27040,640000.0
22367,677000.0
10660,1085000.0
17154,1050500.0
30089,850000.0
8942,712000.0
15867,1218500.0
20996,1250000.0
14900,867000.0
3472,735000.0
3151,1916000.0
5344,1980000.0
4484,1225000.0
29475,1722666.6666666663
5399,650000.0
16647,1005000.0
18557,920000.0
18405,650000.0
9056,810000.0
3266,780000.0
13903,2040000.0
6407,2305000.0
25606,2176000.0
25573,1959000.0
25249,487500.0
11668,435000.0
22844,650000.0
30811,675000.0
31610,2000000.0
21894,570000.0
24915,538000.0
10439,515501.0
17802,577000.0
19294,1215000.0
21376,963333.3333333335
21754,2600000.0
7365,844000.0
15985,471000.0
18448,900000.0
8737,421000.0
16788,885000.0
22188,1130000.0
570,1345000.0
28615,1000000.0
17035,1600000.0
6747,510000.0
27472,1690000.0
29134,1168888.0
28194,520000.0
7678,753333.3333333335
15516,1775000.0
9398,552750.0
8606,1115000.0
2755,1185000.0
29831,865000.0
24879,1940000.0
13105,4515000.0
1516,1240000.0
21458,1260000.0
31692,522000.0
17592,600000.0
1709,826000.0
18143,482000.0
13269,582000.0
17523,1530000.0
21427,765000.0
1839,1431000.0
21247,1450000.0
20797,580500.0
15257,670500.0
15585,1720500.0
27437,642000.0
6552,680000.0
20401,910000.0
7689,985000.0
4426,410000.0
12511,1900000.0
23022,815000.0
25924,795000.0
9410,600000.0
14932,1285000.0
21290,1230000.0
33370,2500000.0
23349,1080000.0
10309,548000.0
6276,1897000.0
16130,690000.0
22484,816000.0
11304,575000.0
8632,707500.0
29064,703000.0
19908,1375000.0
14484,1580000.0
30136,419000.0
34720,895000.0
6028,2333333.333333333
27369,691000.0
34275,921000.0
31335,780000.0
22348,800000.0
27517,1250000.0
3914,313000.0
23260,625000.0
24288,860000.0
1000,1321000.0
25767,1240000.0
22288,402000.0
28476,475000.0
23436,1122500.0
5098,691000.0
17405,709500.0
2302,1162500.0
610,1850000.0
16107,2720000.0
15426,1680000.0
11649,835000.0
34362,1650000.0
33458,610000.0
29262,1435000.0
17569,400000.0
19829,657500.0
10241,1509000.0
9898,1050000.0
23331,1430000.0
12033,667666.6666666665
21937,1012000.0
12521,1905000.0
19055,510000.0
2858,736000.0
20563,1320000.0
34388,880000.0
19697,585000.0
34617,811000.0
8968,862500.0
27428,1150000.0
25782,941000.0
33693,2210000.0
30529,853500.0
26651,745500.0
4722,1670000.0
21594,1440000.0
1348,517500.0
10746,1225000.0
2954,1185000.0
23725,618000.0
14267,831000.0
10881,1320000.0
19495,400000.0
3643,1250000.0
34773,1226000.0
2257,985000.0
26510,1200000.0
6840,1445000.0
19704,867000.0
9018,695000.0
29009,1045000.0
2809,1983333.333333333
10530,1080000.0
22611,840500.0
21551,471000.0
9631,1365000.0
3581,672000.0
1477,1050000.0
22472,2000000.0
7884,885000.0
16177,841875.0
34535,1230000.0
20551,1000000.0
24241,680000.0
7433,1900000.0
4305,330000.0
19293,600000.0
26136,1190000.0
8034,1310000.0
27102,1425000.0
9040,515000.0
19029,777000.0
14677,821000.0
114,685000.0
34150,542000.0
9491,530000.0
8337,550000.0
22538,1600000.0
19155,945000.0
21773,1076000.0
13937,1113000.0
24509,840000.0
28224,1376000.0
31471,1862500.0
21714,1760000.0
24789,510000.0
29214,796000.0
11087,825000.0
10804,1175000.0
17117,1250000.0
22813,895000.0
28564,652000.0
13083,745000.0
24775,930000.0
7323,1340000.0
19198,800000.0
33828,670000.0
93,758000.0
24184,900000.0
24008,350000.0
34050,1211000.0
10020,1325000.0
3465,725000.0
5293,1780000.0
25527,714000.0
30605,1250000.0
22674,1382000.0
31245,825000.0
8773,345000.0
4442,820000.0
16069,3200000.0
24659,750000.0
11775,620000.0
1671,400000.0
61,1012500.0
21669,2562000.0
23101,1000000.0
34708,695000.0
21892,831000.0
9094,1275000.0
34828,900000.0
8282,920000.0
22242,800000.0
5753,900000.0
3853,485000.0
31887,800000.0
7795,1240000.0
31477,3720000.0
19675,645000.0
9675,1276000.0
12647,990000.0
5743,735000.0
13102,468000.0
15705,2200000.0
21853,600000.0
20321,705200.0
29941,1965000.0
13950,1271000.0
11427,1666000.0
12310,730000.0
11495,830000.0
10897,1333333.3333333335
9706,850000.0
30147,1045000.0
1122,1740000.0
7463,670000.0
32844,927000.0
16534,585000.0
34386,660000.0
27545,772000.0
8755,1375000.0
5916,1200000.0
2005,2527500.0
18003,1400000.0
13528,620000.0
5994,2041666.666666667
14043,1520000.0
17385,504000.0
20849,3625000.0
30852,1155000.0
18948,635000.0
28618,782000.0
22398,770000.0
22005,1012500.0
3229,1226000.0
7476,690000.0
2086,1650000.0
6986,905000.0
27386,2600000.0
8114,835000.0
23564,928333.3333333335
26246,951000.0
590,1215000.0
28256,1500000.0
17220,736000.0
27856,2615000.0
3119,650000.0
16158,600000.0
12678,981500.0
7035,1082000.0
24418,740000.0
26889,1665000.0
8432,660000.0
5847,773000.0
9858,480000.0
3235,1620000.0
14246,2160000.0
6229,570500.0
7980,1418125.0
28924,960000.0
34814,1050000.0
1500,1300000.0
23109,775000.0
23125,594000.0
15936,1005800.0
20526,820000.0
22819,1465000.0
18385,890000.0
12128,750000.0
9345,840000.0
6523,870000.0
26168,865000.0
13840,600000.0
34339,2360000.0
29047,1530000.0
2299,705000.0
27704,1486500.0
6883,1150000.0
17461,937000.0
15362,1140000.0
5578,1142666.666666667
8119,715000.0
7522,665000.0
7559,1225000.0
30698,1135000.0
9230,465000.0
5427,510000.0
24461,450000.0
1756,1995500.0
26873,970000.0
520,955000.0
10525,556000.0
6804,1681666.666666667
28,1172500.0
31858,550000.0
9941,490000.0
30420,692500.0
1869,2466666.666666666
11184,1045000.0
11612,1160000.0
14514,1200000.0
5924,1668000.0
23766,563000.0
953,1546500.0
12760,949500.0
16411,1720000.0
27314,768000.0
16933,680000.0
33031,1320000.0
31834,570000.0
34844,440000.0
33614,650000.0
3225,1417000.0
30987,1137500.0
31360,1410000.0
294,623000.0
11777,723000.0
25742,2540000.0
12092,1300000.0
33817,1390000.0
8037,365000.0
7030,760000.0
14591,1442000.0
13681,541000.0
25951,1290000.0
18736,710000.0
34263,820000.0
18683,698000.0
18803,911000.0
31257,579000.0
15279,1180000.0
15760,558000.0
6221,905000.0
23720,1055000.0
33653,1860000.0
30727,678913.0
12051,1071000.0
24625,1620000.0
8997,1155000.0
6290,4240000.0
13743,940000.0
1719,856500.0
26732,712895.0
5817,812000.0
12911,1910000.0
24702,1380000.0
25932,1575000.0
31496,1146000.0
10519,1018000.0
31190,1925000.0
8536,680000.0
18486,800000.0
25225,1229444.0
21936,1302000.0
23419,621000.0
5777,312000.0
20679,726000.0
31818,1570000.0
4380,431000.0
30981,685000.0
24037,688500.0
7375,310000.0
27479,950000.0
22043,981000.0
3697,990000.0
34487,585000.0
31325,640000.0
20603,325000.0
18133,1795000.0
21505,1250000.0
29266,652000.0
15887,964000.0
23532,635000.0
5411,856000.0
10796,300000.0
5224,1300000.0
11245,568333.3333333335
20509,375000.0
15888,1805000.0
19241,1465000.0
8054,1540000.0
32939,671000.0
12916,1668500.0
17687,830000.0
34495,1711000.0
24143,1075000.0
25974,1687500.0
20310,1064000.0
16070,1941000.0
13999,1412500.0
3367,1097500.0
13653,1180000.0
13836,462000.0
15122,815000.0
10685,1205000.0
17600,1510000.0
5039,1460000.0
23203,1350000.0
19521,445000.0
5762,785000.0
18746,745500.0
15213,1810000.0
20137,1280000.0
24845,941000.0
31039,830000.0
23267,961500.0
9554,525000.0
33452,585000.0
3913,390000.0
13091,885000.0
7065,776000.0
30088,1200000.0
34444,813333.3333333335
18757,800000.0
29034,508000.0
12915,837000.0
20345,2750000.0
32648,1600000.0
8617,700000.0
30764,1475000.0
32086,664000.0
10876,878000.0
12875,822000.0
4060,395000.0
24683,958000.0
17557,330000.0
11179,1430000.0
34142,1425000.0
13883,1325000.0
29886,1060000.0
26155,1257500.0
24846,900000.0
26490,1663333.333333333
2983,1450000.0
29021,750000.0
27645,946000.0
16332,812333.3333333335
29658,695000.0
1399,1200000.0
31337,540000.0
10550,440000.0
4278,650000.0
21798,582500.0
27925,780000.0
850,1070000.0
13651,1820000.0
26146,2090000.0
16836,420000.0
6952,800000.0
5943,552500.0
25624,766066.6666666665
16790,525000.0
23818,450000.0
23555,646000.0
5199,1365000.0
6750,2600000.0
7515,940000.0
30835,625500.0
11622,806666.6666666665
11544,425000.0
29221,1025000.0
10739,460000.0
14893,880000.0
18972,632750.0
23513,290000.0
31143,620000.0
26721,505000.0
32529,885000.0
28663,740000.0
17455,386000.0
32829,862500.0
26412,1242900.0
30958,1060000.0
29788,585000.0
26670,1460000.0
9139,1056000.0
27064,2250000.0
25393,475000.0
9966,345000.0
10278,977750.0
18767,868000.0
22917,1151000.0
23245,2200000.0
6834,2150000.0
29008,1212500.0
19148,1040000.0
21541,408000.0
28834,1780000.0
2153,538500.0
15986,545000.0
22428,1595000.0
9382,730400.0
34210,628750.0
13509,825000.0
17105,1700000.0
25462,685191.5
17546,1900000.0
33660,950000.0
34302,620000.0
23523,1323000.0
14011,1240000.0
10937,1280000.0
17192,1700000.0
3867,1875000.0
22703,530000.0
25416,1550000.0
24166,537500.0
31598,895000.0
23753,608500.0
4494,535000.0
25543,3320000.0
26418,611000.0
22307,797320.0
21845,2410000.0
21392,675000.0
62,970000.0
19447,1002000.0
8710,481000.0
18960,740000.0
26226,1305000.0
31533,560000.0
17912,1770000.0
30808,735000.0
10840,720000.0
10520,1170000.0
22789,2680000.0
12902,740000.0
1685,420000.0
9099,374000.0
6423,1213750.0
33641,738000.0
29628,1402500.0
26294,790000.0
13947,1800000.0
8369,730000.0
8882,1456000.0
20120,1210000.0
33580,826250.0
20018,846000.0
28034,1710000.0
18781,335000.0
27298,785000.0
32534,1150000.0
30532,695000.0
21069,520000.0
11820,1028000.0
4345,918000.0
12642,1500000.0
19325,1220000.0
25887,512000.0
19562,650000.0
16660,1775000.0
18707,432000.0
14761,1500000.0
24098,667000.0
21958,1775000.0
21375,936666.6666666665
8416,650000.0
21239,650000.0
15951,519000.0
24534,470000.0
8771,815000.0
15955,1050000.0
16597,1460000.0
16385,1690000.0
20482,589000.0
21083,1200000.0
2281,590000.0
7409,1090000.0
1770,2600000.0
4412,714000.0
23781,771000.0
13222,640000.0
30786,653500.0
18937,1060000.0
13640,495000.0
32509,712000.0
2359,400500.0
14461,866500.0
30130,1107333.333333333
4181,2350000.0
1389,885000.0
22264,1051000.0
18270,1450000.0
30174,2210000.0
32358,387500.0
25715,775100.0
5731,502000.0
11031,855000.0
3365,470000.0
27804,2412000.0
32971,670000.0
10494,2353333.333333333
25063,1677000.0
8828,3020000.0
15489,310000.0
18357,700000.0
21857,485000.0
12057,1060000.0
34381,600000.0
8181,380000.0
22449,1190000.0
30652,1970000.0
16492,660000.0
24888,556500.0
29857,1062000.0
11542,495000.0
21130,560000.0
15402,853000.0
21888,1285000.0
24876,1250000.0
10272,757500.0
16435,1220500.0
21327,753000.0
7703,900000.0
12295,1726000.0
27001,1180000.0
32486,1502500.0
12870,570000.0
33950,805000.0
6555,330000.0
11241,640000.0
4661,536500.0
34761,830000.0
8649,495500.0
32667,650000.0
16781,1100000.0
19173,500000.0
34811,765000.0
33527,825000.0
34244,686000.0
10164,1416000.0
5901,3550000.0
11439,636000.0
10006,715000.0
29666,1815000.0
31313,1305500.0
21722,1250000.0
24024,511500.0
33274,665000.0
18266,592500.0
1712,640000.0
29998,655000.0
4996,587000.0
5811,564000.0
26961,1215333.3333333335
23656,865000.0
16276,2155000.0
31084,1500000.0
25465,1055000.0
21432,903000.0
33898,600000.0
22769,451000.0
15596,755000.0
22117,635000.0
26071,560000.0
11101,1600000.0
2888,1301000.0
7978,794375.0
9184,1562500.0
94,440000.0
33669,1530000.0
18869,1100000.0
31021,750000.0
9241,1455000.0
20613,405000.0
17210,1137500.0
101,462500.0
8873,931000.0
25431,438000.0
28451,1300000.0
25696,1450000.0
15802,222000.0
23682,591000.0
16829,340000.0
7892,1191500.0
6240,569000.0
29610,943500.0
1529,1550000.0
19218,899333.3333333335
2307,855000.0
11086,957000.0
4185,1065000.0
15069,535000.0
21867,776666.6666666665
80,785000.0
23503,835000.0
34659,682500.0
28685,415000.0
11159,1571500.0
33335,838000.0
16334,875000.0
2422,1375000.0
8793,1120000.0
34344,1650000.0
14371,1550000.0
12590,1000000.0
7600,1717500.0
19590,1965000.0
27300,555000.0
8912,975000.0
19807,1267500.0
25344,1088333.333333333
4194,1104950.0
24257,1210000.0
7823,1183250.0
33692,1150000.0
26834,2230000.0
21175,670000.0
11673,1260000.0
15102,455000.0
26800,935000.0
34595,1302500.0
3281,1300000.0
7860,1127000.0
25963,625000.0
16234,890000.0
32681,406000.0
18096,650000.0
6033,707500.0
26887,1917500.0
4070,750000.0
15664,2400000.0
2254,990000.0
24421,520000.0
19129,419000.0
21217,1480000.0
32514,500000.0
342,728500.0
29915,560000.0
24079,960333.3333333335
27720,1261666.666666667
15420,1230000.0
17494,1297000.0
5649,400000.0
22565,481000.0
16046,825000.0
9846,435000.0
30988,1410000.0
2852,3230166.666666667
20673,410000.0
32230,595000.0
12537,1977666.666666667
6004,1206666.666666667
12890,1050000.0
5396,680000.0
19886,505000.0
28223,1968250.0
1453,1208000.0
21259,1211750.0
19446,468000.0
8642,420000.0
7329,977333.3333333335
9832,755000.0
27624,3677500.0
15749,2275000.0
11188,565000.0
3093,576000.0
13584,643500.0
33080,2525000.0
27391,1600000.0
10125,2180000.0
5837,1001000.0
7270,936567.0
17771,468000.0
20066,3060000.0
11366,1460000.0
22257,974250.0
12941,440000.0
21016,600250.0
15642,1131000.0
20739,927750.0
5549,581000.0
32036,2610000.0
4106,1800000.0
10580,741000.0
28029,700000.0
475,1339666.6666666665
6690,433333.33333333343
18311,1742000.0
29965,865000.0
404,1090000.0
1356,1075000.0
20304,1060000.0
29169,1280000.0
14758,1200000.0
27414,547000.0
18420,706000.0
31969,1500000.0
15846,550000.0
17402,728500.0
23475,2720000.0
6325,420000.0
23087,720008.0
19392,928000.0
9799,590000.0
8984,1020000.0
1360,760000.0
17272,895000.0
10332,501000.0
18419,1100000.0
625,1445000.0
20182,1764000.0
5012,1560000.0
21470,625000.0
27210,845000.0
29488,1930000.0
14292,673500.0
18495,900000.0
7537,980000.0
7019,1025000.0
3953,550000.0
2765,2800000.0
12643,590000.0
16635,1435000.0
16670,830000.0
25729,803000.0
6709,430000.0
23375,670000.0
29306,2350000.0
9399,385500.0
16413,857500.0
33430,650000.0
15274,1368000.0
31080,1751000.0
11089,940000.0
30239,610000.0
7260,358000.0
24223,1000000.0
7457,892000.0
329,972000.0
8061,510000.0
9708,1175000.0
34107,1101000.0
18333,2330000.0
25903,670000.0
21744,1230000.0
2783,2220000.0
3767,1062500.0
19329,586750.0
8078,2385000.0
6485,315000.0
19907,955000.0
3389,670000.0
4752,1150000.0
18018,520000.0
6767,702000.0
20299,1577500.0
32612,884000.0
4354,1012000.0
30906,1560000.0
2694,2530000.0
8084,480000.0
12730,1131000.0
16118,900000.0
12677,888000.0
2023,2570000.0
31181,585000.0
24880,2055000.0
1627,1291000.0
33537,590000.0
10544,765000.0
25396,600000.0
1522,950000.0
16282,1470000.0
28658,750000.0
5257,1400000.0
17900,1525000.0
21295,590000.0
34605,598000.0
5766,1470000.0
11281,650000.0
22837,1920000.0
6868,1260000.0
8283,1150000.0
10535,1078125.0
6733,792875.0
23691,715000.0
2532,601000.0
26614,685750.0
20638,1980000.0
26899,700000.0
5373,1587500.0
18211,1362500.0
11880,892000.0
29269,810000.0
23615,1245000.0
8240,750000.0
29734,1548000.0
17563,946666.6666666665
21421,790000.0
22682,500000.0
10337,1143000.0
14432,790000.0
28646,1450000.0
23261,955000.0
7763,650000.0
7865,1515000.0
26754,1232000.0
29722,1492500.0
3905,1166666.666666667
15963,621000.0
26751,1425000.0
18317,615000.0
33438,450000.0
13206,1350000.0
10077,1950000.0
27574,2370000.0
33523,1535000.0
29544,790000.0
19745,905000.0
19546,747333.3333333335
12684,855000.0
14433,780000.0
24507,1020000.0
9802,688000.0
13814,1385000.0
29922,601000.0
6243,1987500.0
29290,2250000.0
23909,1100000.0
12493,1250777.7777777778
20671,815000.0
3928,1875000.0
5730,807000.0
31925,530500.0
10151,1129000.0
6646,1160500.0
5200,1155000.0
28349,806000.0
30260,771400.0
34558,1350000.0
23993,1000000.0
7169,785000.0
2255,350000.0
14420,395000.0
29551,876000.0
28577,485000.0
18744,532000.0
20307,1093333.333333333
16162,1700000.0
20139,690000.0
12722,1400000.0
34559,1325000.0
10152,1065000.0
148,1800000.0
24205,1730000.0
12338,2507500.0
16804,1010000.0
5256,645000.0
33418,619000.0
13600,1785000.0
23650,690000.0
12279,809000.0
11894,780000.0
15230,970000.0
22568,882333.3333333335
11631,1355000.0
17541,1000000.0
15014,817000.0
3663,1300000.0
486,940000.0
20606,811000.0
22311,680000.0
5225,1058333.333333333
13480,630000.0
29063,1150000.0
30555,2400000.0
28713,1136050.0
3470,700000.0
23915,730000.0
17948,1650000.0
1171,1700000.0
10112,1135000.0
31521,2500000.0
32457,2400000.0
23701,712500.0
2800,2000000.0
27283,283000.0
667,1250000.0
9943,470000.0
23380,1515000.0
20725,1550000.0
9343,1125000.0
1853,905500.0
7941,1216250.0
20053,555000.0
27408,457000.0
10518,866000.0
5251,450000.0
26750,1200000.0
19536,544000.0
21718,2020000.0
25585,1600000.0
17053,1203500.0
29864,720000.0
12935,1103750.0
323,656000.0
34373,700000.0
13969,580000.0
4499,716000.0
21230,780000.0
17069,585000.0
20485,952000.0
31911,622666.6666666665
34267,659000.0
5416,1060000.0
13423,910000.0
34547,1530000.0
27303,570000.0
14648,780000.0
33131,700000.0
16683,2200000.0
7594,351000.0
960,2842333.333333333
22261,1902200.0
20241,482000.0
27189,1116333.3333333335
10855,871000.0
21608,603500.0
32401,705000.0
10451,6250000.0
24804,1775500.0
11337,1700000.0
21785,1330000.0
3929,1358666.666666667
22740,1100000.0
6903,440000.0
7742,855000.0
5537,1601000.0
29315,1415000.0
22082,732500.0
6730,1505000.0
28627,955000.0
27417,988000.0
10983,1253333.333333333
34779,1247500.0
22650,1360000.0
3169,930000.0
21742,461500.0
23768,750000.0
20727,1150000.0
5622,1533666.666666667
31404,595000.0
4242,586500.0
15237,1900000.0
10797,400000.0
8575,767000.0
23780,870750.0
12582,977500.0
2556,1070500.0
7039,880000.0
23760,825000.0
6586,517500.0
34704,1840000.0
6255,1020000.0
28822,710000.0
22439,605000.0
16412,960000.0
14680,1115000.0
4888,1035000.0
2733,1626250.0
34301,673750.0
18556,1100000.0
24666,930000.0
15308,586500.0
13689,1040000.0
1026,1510000.0
17032,532000.0
6752,2350000.0
21060,900000.0
6286,2355000.0
468,3512500.0
15675,830000.0
20422,2410000.0
11098,445000.0
14780,1581000.0
10139,1222500.0
15942,1410000.0
24370,633500.0
10370,601000.0
4005,825000.0
6358,1495000.0
31082,1200000.0
15893,2250000.0
23096,450000.0
9418,380000.0
23128,390000.0
18053,629000.0
26631,536000.0
17061,444000.0
32308,455000.0
10818,665000.0
8172,990000.0
7964,710000.0
3766,965000.0
3950,1675000.0
2297,926500.0
4895,685000.0
4806,835000.0
13507,1075000.0
22131,790000.0
10521,1000000.0
26787,1300000.0
1215,1550000.0
6798,1430000.0
22823,2350000.0
17133,540000.0
13078,925500.0
16237,1200000.0
2346,955000.0
23872,770666.6666666665
11260,619000.0
18708,800000.0
31674,1200000.0
4064,878500.0
806,635000.0
7310,460000.0
2121,1185000.0
29644,439000.0
28859,565000.0
14068,1350000.0
16713,1420000.0
26575,1235000.0
5977,1648833.333333333
29081,585000.0
17735,1200000.0
20190,640000.0
7064,810000.0
4318,2150000.0
12555,1424000.0
34266,659500.0
19117,410000.0
3936,680000.0
33455,636000.0
3702,751800.0
22162,1830000.0
31375,940000.0
16361,1800000.0
13376,1300000.0
25259,567500.0
1847,800000.0
9769,460000.0
19547,673666.6666666665
25054,756000.0
6639,330000.0
669,1600000.0
4537,255000.0
30897,930000.0
6272,500000.0
30191,850000.0
16056,1375000.0
2233,620000.0
23506,766000.0
24749,1350000.0
22709,655000.0
24695,890000.0
30748,1275000.0
5038,1592500.0
10648,3130000.0
17120,720000.0
29244,830000.0
8964,827500.0
19018,650000.0
26378,950000.0
1694,645000.0
21419,780000.0
7718,550500.0
19283,809250.0
20257,1247500.0
29598,505000.0
11903,636500.0
14386,611000.0
5316,470000.0
18307,1600000.0
17239,780000.0
446,1503750.0
27069,1126000.0
17893,1175000.0
10422,1560000.0
10074,1350000.0
32045,1150000.0
3279,675000.0
31263,780000.0
29700,595000.0
27829,1171000.0
183,2140000.0
25497,600000.0
4929,390000.0
12936,993000.0
22129,1235000.0
3474,860000.0
32817,970000.0
28545,1035000.0
8498,523000.0
12733,310000.0
23541,2500000.0
27048,652500.0
