,Price
297,934445.7125300638
298,1435001.8143223051
299,573092.1387126108
300,1099376.7646158445
301,912023.2707182828
302,1073074.5461908935
303,693824.7647407891
304,1043849.9902095243
305,1616148.8784372471
306,755563.951390959
307,790738.9417200794
308,836032.763832072
309,1345851.2511244374
310,1095857.508806376
311,623749.1089093892
312,936225.0710892295
313,875465.8306371652
314,1064103.0703602124
315,737103.7306937608
316,984234.6045196238
317,974523.3171182625
318,568177.4060098542
319,1464621.1051423461
320,870113.4265411608
321,1236606.5763654537
322,1013517.0808159349
323,904497.3468835701
324,683412.0621921135
325,639263.724795767
326,1212385.8703790714
327,1074972.6436471653
328,1257323.5922211758
329,309811.8285558076
330,1186256.1253544244
331,842023.7403573864
332,1411165.1969686155
333,914532.1050039476
334,756251.7701278401
335,990574.1459891954
336,1041352.6343304091
337,841757.2335163272
338,1153712.373316613
339,1186901.1984163576
340,1234800.9586801867
341,1083379.5631370775
342,1562371.1392544196
343,2010757.7702590926
344,955407.3374906825
345,903326.688272651
346,1173945.212105662
347,414900.8059894688
348,1535386.3291138564
349,688096.1574506287
350,749832.3640448209
351,898009.3938125572
352,2080035.4527708637
353,693496.9842031628
354,880662.7782400702
355,883909.8636968965
356,780357.0643763265
357,592645.6409141807
358,1250324.0782088495
359,1091935.1187666033
360,1557661.2849176433
361,1139038.2590603943
362,1429099.0910569162
363,1449963.3247844197
364,1523856.6352575547
365,1272956.889842437
366,898738.1568219953
367,1129195.745159253
368,766336.213844925
369,200377.8170250723
370,1109661.5380934256
371,1160358.2454969708
372,1148333.470782001
373,531772.7692576514
374,1054241.969973737
375,1238829.3424117332
376,1563265.8930632167
377,938375.4216166051
378,1407641.51014175
379,1165049.8617454844
380,491346.4087137827
381,811903.4741302355
382,1209077.4201709926
383,581893.1255140221
384,1228029.0306629178
385,950721.3781087447
386,674475.2309509951
387,1529001.2852770428
388,746198.2710654248
389,978854.9335461771
390,1530487.3517002608
391,1463273.624576849
392,1634158.991106201
393,439809.65537190076
394,1047462.9420505862
395,1371077.5447333236
396,1169288.6910996877
397,854644.7932882777
398,1681652.2912481443
399,553327.3522488342
400,365334.0766497635
401,950192.1676393205
402,1441174.1726992626
403,1120223.3274346911
404,1409294.3715867102
405,1235149.9245802965
406,976375.9412693682
407,1194104.8705914647
408,1181297.868734341
409,522365.2119604782
410,1164795.259404141
411,853764.801645166
412,1001135.3523592848
413,1678950.9937000053
414,758603.7942274326
415,1373609.204724297
416,1389014.1565450095
417,1493468.4239278417
418,1421142.8119945342
419,842953.6168987665
420,1316799.7382860938
421,1181609.0983839654
422,837715.452877545
423,1175919.5722157916
424,751747.6647362703
425,1086737.775453442
426,801650.650765843
427,1001294.3904720487
428,975926.7452659279
429,994413.4939987413
430,1420560.2919322103
431,849689.5315175182
432,900464.176465135
433,983145.9642321878
434,995285.8763183455
435,1081601.0803428232
436,774922.27773285
437,1025082.976482054
438,1674067.8892646271
439,1333858.445161284
440,818336.5638538371
441,1397589.8184597841
442,794040.537107478
443,1314985.6169585418
444,1041174.4043362332
445,1129410.6168363823
446,1364217.8736348036
447,1165859.3189143203
448,969248.3760968986
449,975166.4158599367
450,1082052.5363578165
451,833824.8495597289
452,943669.2710522267
453,1256933.2623367836
454,757052.2143360628
455,503951.4146323425
456,1471627.150598349
457,1303795.0173730184
458,762429.5899829254
459,1146932.5967480915
460,434505.0793039603
461,924252.536084723
462,1205516.5101852673
463,1397979.4359704973
464,946023.8306269473
465,990950.1109963749
466,1009126.7777412076
467,1000277.4706863
468,1127370.1055984152
469,1368824.2787106195
470,598388.2179423242
471,885689.6815454962
472,1131877.3902543834
473,900109.2138625806
474,871762.2526789804
475,739953.1182919331
476,846414.0434321137
477,943904.1338006379
478,656623.9095181413
479,836690.6046543727
480,734097.3708799514
481,1770273.72527307
482,836676.0918336788
483,901627.249037615
484,904040.1075446382
485,1326369.4513353372
486,799060.0710769718
487,996445.2769328795
488,1354047.3756558388
489,1160200.0120947338
490,530280.9947399109
491,771622.364348788
492,798965.8447015595
493,1143310.8523549326
494,643904.8782270905
495,827540.9263195593
496,931045.0239704505
497,2234998.5085453354
498,1328348.3377578307
499,608676.0758774802
500,1194239.0299733062
501,1729600.3717654697
502,363893.5875404737
503,1318466.6655778524
504,746125.230052496
505,257560.0517178094
506,810344.8970379075
507,1228293.0785404271
508,934028.4321697336
509,894081.171673116
510,930219.3524832891
511,1367210.198233752
512,881945.6498318372
513,969091.907594314
514,1152873.2147068684
515,581826.8392282929
516,913699.462783976
517,1200039.6670102677
518,1290217.359117139
519,1368017.2384721858
520,391243.9585278168
521,1172424.5987486395
522,656875.5370952203
523,1626114.1006527795
524,1446014.2534368443
525,708739.564370461
526,1370085.8249577275
527,1521075.2349089915
528,1802299.9992537221
529,998098.3637441659
530,1031090.6859252305
531,760103.9842256384
532,850478.6263296425
533,1414795.4450040597
534,973891.2886548876
535,709982.2199699173
536,1093210.2678350743
537,1064064.8631700547
538,590933.1650668024
539,898837.4332085862
540,985468.2111651922
541,806581.4872379451
542,1077529.5238196184
543,903712.8573508308
544,1532385.5863398865
545,1586967.8116473923
546,941183.1521456543
547,1356463.2826146577
548,742249.5508451662
549,681111.9298549314
550,918118.4522978157
551,1685081.4641319509
552,576434.5403406549
553,1682525.9693877678
554,1414458.8719143365
555,924749.0221133386
556,706224.1405191382
557,952701.4477421308
558,898866.2092559496
559,1331035.5117309818
560,839209.4385579245
561,1031930.627614563
562,618832.0305908849
563,951418.6780334992
564,616983.6187313204
565,685441.3103604084
566,755122.3685364902
567,1328239.927135655
568,634758.009983144
569,983588.0774304752
570,740482.4147167648
571,1190079.7505339948
572,1267166.7828442883
573,550590.3829856658
574,-262928.95892624
575,1240393.9787259004
576,737554.822649034
577,1163992.9270240355
578,603726.4984633406
579,1399236.3980322871
580,1439626.2348357663
581,1603272.1715778217
582,731350.5629201526
583,819388.4966788588
584,903222.8328993178
585,1459025.8053495844
586,1925836.5763361584
587,948981.1708388363
588,938878.4573841428
589,828997.5781047166
590,1530879.899171113
591,1366002.9217686695
592,1116026.2012782823
593,1200886.7744741817
594,1243854.4052592476
595,1724144.3997595096
596,865051.5614244055
597,1480246.4388879915
598,2168863.138815101
599,1612508.3224564977
600,844579.8158193127
601,1228293.0785404271
602,1035282.5575703268
603,736019.3120631154
604,951458.6172704238
605,846322.8435370561
606,1007372.6529288308
607,670626.9941831175
608,771561.7344414911
609,952956.2717935015
610,1369172.9702440216
611,1536225.100355938
612,724441.2979533179
613,1086849.0236565287
614,645097.997935453
615,891196.7044913748
616,1493369.7270509223
617,1762291.1666253612
618,1358083.4600211377
619,1396823.8834151635
620,1327362.153121384
621,1646073.7182878978
622,1332391.2843535016
623,534592.8376169993
624,1198231.9304992093
625,1138716.4097560518
626,817616.0813479228
627,804910.110394431
628,1036852.4717487065
629,1692521.8645350973
630,1150255.3260097576
631,1196906.3772252768
632,1520264.3055024564
633,1147374.1796025601
634,1589272.5064089037
635,1397759.639961881
636,1220883.6574201132
637,1391123.893738309
638,623354.2368873635
639,1408372.4828869007
640,760688.78403501
641,966437.4239269206
642,1388843.241422574
643,1079885.744635749
644,897158.2663786283
645,1370696.954947585
646,760756.6802299364
647,700230.9939400861
648,913069.8347325189
649,1000827.9524736154
650,938825.6873298609
651,1205171.215057711
652,1384367.4438527557
653,1367617.4630661644
654,750857.9862222839
655,1168501.117109374
656,473197.3926444923
657,913254.5976168031
658,1826467.8077543578
659,1614153.3329646345
660,825999.6454216137
661,1056697.7266683555
662,1123722.9305421207
663,984134.760057074
664,1696163.4263036933
665,842953.6168987665
666,1168637.041239923
667,1295169.6698615365
668,1142313.079618626
669,593263.3852982732
670,1616604.3986618156
671,757831.2582159435
672,925782.3385761189
673,943570.2108160104
674,583599.3390731732
675,977240.7104400008
676,820783.1751673367
677,987124.099090507
678,1276497.3824703875
679,1619612.458951361
680,743141.2201963884
681,857827.124880706
682,892330.3624257942
683,1265264.6779770784
684,789904.9735574482
685,1657131.744325675
686,1096393.0436695488
687,853814.1107446547
688,1089106.2028750705
689,1078016.551873465
690,871387.8509171621
691,1431521.8118475277
692,1640525.8444298545
693,2035527.8021949467
694,1468735.1205523375
695,929465.535882347
696,1157307.2376785486
697,500281.7933650905
698,1223261.9564710734
699,826284.5513586022
700,1701586.6248473101
701,1417547.098645702
702,862527.6708646705
703,865583.9935347587
704,1039067.6021170967
705,750175.5549092251
706,734172.966006636
707,1210757.3917114772
708,1785875.887477921
709,938504.4869971763
710,583731.2422949246
711,486694.82675639936
712,1415857.224767191
713,192074.55360693252
714,1920402.470730198
715,1906454.894578046
716,727433.0740579637
717,1145271.585070997
718,1344633.7920728247
719,1464089.8175783886
720,1224014.0236687863
721,1290006.3556606197
722,1235807.765402597
723,1096486.4653344345
724,1299121.913828506
725,1439451.7804009116
726,1917260.460838174
727,1175185.8617491534
728,548637.2255944823
729,1044854.5171848865
730,925706.7434494342
731,1206556.211713569
732,1144079.3970568003
733,845671.0102205047
734,1310332.5865175466
735,1039444.8416219898
736,922477.5913312531
737,1553618.3383219722
738,1118690.8245457385
739,963332.717532739
740,659324.630593793
741,1212240.9040209393
742,1592377.2683465767
743,1372128.0812627831
744,1113309.6126670707
745,348612.55251851573
746,1028806.3718156758
747,1823181.2641546433
748,1181118.250583298
749,1236258.4151758708
750,931845.5778719834
751,1223261.3931945537
752,654965.1840119159
753,1188085.0097719086
754,1307910.5843311094
755,927004.8449443548
756,1453950.285879944
757,869597.4489807904
758,1342083.6661394276
759,478984.2296456533
760,899448.347048069
761,2001552.0727390246
762,1314195.87291449
763,1860332.5380312365
764,854668.148704499
765,1580474.8052555914
766,1024583.2610756985
767,1074449.2272276708
768,765295.6194442771
769,2083447.3176167079
770,837527.333897575
771,1039148.6395150329
772,1249260.3076084822
773,1082964.3104630949
774,1211998.677422458
775,1040611.6714525699
776,745615.751003101
777,1306354.4516592273
778,924124.1709037562
779,882874.977390771
780,1352625.4588887542
781,771893.8632594958
782,1810027.6181921423
783,1485741.0573732457
784,1573307.8040257723
785,1653522.3927429025
786,1452095.9182967863
787,1121217.4341416575
788,1344137.2455233785
789,1389839.0233216444
790,910624.6526935187
791,1583754.136797172
792,879354.8128836899
793,1539050.2248453621
794,1141544.520937058
795,463732.05221573135
796,1145481.2507021935
797,1183519.4514672698
798,527897.3094369418
799,1375192.8310635777
800,1187816.3328771116
801,670517.7181786394
802,1016743.5508318048
803,1435457.9837788006
804,1675738.2449038601
805,739364.8524080894
806,781290.830085808
807,910722.5461265229
808,1218242.6639355863
809,1013382.8978471357
810,1057489.7268724975
811,1592436.190443439
812,911865.0373160455
813,1543390.123568263
814,1321585.4437266658
815,1177616.7517888388
816,1165889.5382629076
817,1144244.618064414
818,795643.3806118029
819,1512133.3108997252
820,803546.8802741594
821,898443.365897087
822,1078144.0126337586
823,1280480.7891270032
824,979965.8026934975
825,709801.3441335923
826,1163573.011946684
827,585963.3166940159
828,799511.0316208752
829,1146356.026214297
830,634945.6580234418
831,595770.6694822698
832,1509653.9980525651
833,1186507.0414966075
834,745870.4905277984
835,1143738.3381025612
836,858429.7512282786
837,1107420.850358739
838,930462.5039081268
839,912453.814455338
840,1299846.2971527597
841,1025299.2344498858
842,580665.8633472616
843,1020151.7644794603
844,1002609.8306826429
845,866644.5728771071
846,1184721.3637277295
847,1623080.6941097765
848,1461270.3609666121
849,687828.6433974723
850,896367.71762405
851,1493760.3644837542
852,750281.9789650093
853,1431840.3026709699
854,1342331.3438766296
855,1175537.8515389867
856,1117059.0967471718
857,893403.1909011123
858,924626.5881656557
859,1410433.7518568663
860,940393.4081016026
861,1347605.9249192604
862,904123.2948026373
863,1146856.19691088
864,953316.2002994462
865,1026144.1929686654
866,966679.6334724141
867,1312213.5249627903
868,942834.6945062997
869,1717160.8737751972
870,1075926.6803152936
871,535151.8925697914
872,1195845.67653938
873,1115052.4514853698
874,1933988.9821544024
875,943725.469453983
876,1810825.9755717893
877,1286334.9256707532
878,811576.2239364279
879,1127846.836469099
880,669783.4775191275
881,1068336.9473088854
882,859498.5927789053
883,506315.59155474626
884,1698027.7635717713
885,1326214.5106429497
886,1326920.5702669155
887,975473.5743115994
888,1219971.0770731154
889,1316840.741024014
890,726692.7504387099
891,1177835.5437853674
892,1015058.3617138806
893,1187462.8617188502
894,1162485.3274877793
895,1141336.4922448033
896,808536.740628747
897,882608.333366358
898,1234704.4525577265
899,1089688.8125456453
900,920881.5115385351
901,1088580.2323418201
902,1259498.4562090281
903,827464.8008490561
904,1650401.0934130345
905,1218374.5671573377
906,590151.1199545091
907,1943415.9992332864
908,1901251.6712595474
909,1207138.731775893
910,991384.5040747926
911,622101.7246263595
912,1066170.3811955552
913,984896.2671932458
914,705852.6239133338
915,756323.2543625577
916,1600519.6555235004
917,1185821.5921150253
918,1001845.9961685685
919,1095710.36328282
920,1410718.1803863326
921,253088.53358369425
922,1520895.712897232
923,875524.1295694677
924,406521.826101096
925,1373642.8947968888
926,1165462.6974890654
927,1023436.396909551
928,829845.3467143629
929,830015.4571262719
930,1132844.9436421024
931,1716108.5575862655
932,1293352.2848599078
933,1336724.7635324476
934,1626073.0979148592
935,665971.8053386228
936,1712251.528266291
937,624120.6255151937
938,921905.6264672466
939,1631094.9116314007
940,1877285.9791645706
941,1008381.2857996261
942,724689.4387175587
943,1632408.8768054738
944,744966.9441669044
945,1067235.7163559333
946,656695.2993787588
947,1046887.1998142761
948,1127834.4436587126
949,1685981.7705583195
950,1027112.5510669112
951,1377230.9238338238
952,875371.6042617529
953,1079027.178342696
954,1140060.1852784418
955,1492757.6024080445
956,1569912.1892297766
957,1490222.0630766742
958,945702.8043283769
959,1660974.6500706617
960,668682.0487110489
961,1271388.087766073
962,1016878.377589874
963,917410.9441740531
964,422203.12405190815
965,1328769.5399603427
966,1106115.91917077
967,864692.7634726724
968,1255794.792295436
969,1085438.5523599954
970,954726.4923794775
971,1487108.7662307785
972,1269711.8191888013
973,1400625.9583330448
974,786651.7710058291
975,965262.1162136549
976,936502.4985029758
977,1386109.9198935002
978,1229205.658887425
979,2012211.2680634835
980,808024.9481471963
981,895879.4239371385
982,1243035.776920954
983,704090.9069696428
984,545577.0179313213
985,1558892.6118161636
986,1715345.692705146
987,1406505.6537225712
988,840069.9758650723
989,1180517.9039827734
990,1235250.4080326776
991,1039497.6054151426
992,918849.8974095648
993,1731234.799961593
994,620759.6798685715
995,1360564.3556504017
996,489595.97895033413
997,1088714.8688938294
998,917841.1620674236
999,655418.3549662443
1000,581648.3343792653
1001,1775608.410194722
1002,1938563.7326521336
1003,769744.5103611189
1004,1183374.8614843963
1005,1002811.8001530584
1006,752338.0830319135
1007,735564.8060544417
1008,568216.6264085467
1009,123069.7115247678
1010,1392068.122956471
1011,1004861.4810231645
1012,993037.8710680832
1013,611864.4666917478
1014,858083.5951700051
1015,1186725.1384759196
1016,938045.268995083
1017,1241801.6335077458
1018,731260.2257128416
1019,859257.976829196
1020,1131989.4618066242
1021,1023568.5415653089
1022,987089.0659661749
1023,1130226.0286414328
1024,1333977.029518574
1025,1434501.842927283
1026,1253072.7580313657
1027,1299355.2213743224
1028,974523.3171182625
1029,943561.1768299066
1030,1440922.7245989551
1031,1114999.544247734
1032,701117.134413288
1033,1503313.4184828782
1034,1618909.093423327
1035,925973.0710739915
1036,952346.4441593457
1037,720106.3499607588
1038,912739.9737494058
1039,813798.2617837592
1040,881864.5836010164
1041,1271866.923046001
1042,1546631.472848113
1043,921962.1627533289
1044,875713.5083743673
1045,937871.6506617327
1046,1325150.3797207484
1047,1156145.477399203
1048,1203423.5657178483
1049,860248.6877780069
1050,684716.3780537082
1051,1079992.177616659
1052,915448.5745190469
1053,898693.323381337
1054,1444856.3186785695
1055,1565971.6982850952
1056,1375736.3392252168
1057,1157925.0063379908
1058,1249861.217183637
1059,902434.8196198676
1060,1324895.9920617486
1061,810505.4101871927
1062,1118514.9438218023
1063,1104875.9606414093
1064,1032406.9308463513
1065,1817992.4244837672
1066,962149.8508698908
1067,1052230.271970511
1068,869394.2882843907
1069,816914.5044574442
1070,1315079.843333954
1071,1268090.1152447923
1072,937148.9981020805
1073,930884.218159212
1074,1274103.7316845818
1075,1009772.2160986413
1076,1918969.2400570528
1077,860234.5642030188
1078,1234546.2191554892
1079,1012323.6721977602
1080,566118.8667189511
1081,1215419.9956771936
1082,891433.6174778714
1083,1254124.1622894946
1084,1035784.1383864024
1085,1247017.270603556
1086,1436184.2086185548
1087,826649.256968337
1088,889025.0318085646
1089,868641.483692931
1090,961015.0300938305
1091,783425.7033452225
1092,965262.1162136549
1093,1641682.4891590953
1094,1098293.4102445263
1095,946775.8978246601
1096,855054.5170842397
1097,1601297.8114676923
1098,855475.188942933
1099,729704.0930409596
1100,1480512.7665125488
1101,712514.0295970021
1102,880487.6443537069
1103,1453889.1431716667
1104,1130552.6416909774
1105,1389595.8718968066
1106,986341.4168339508
1107,681884.377704601
1108,779578.1037216078
1109,881760.4275733577
1110,853292.800140549
1111,1321664.2379408926
1112,512382.6935505639
1113,1323024.268973622
1114,1082975.8985629547
1115,853471.9445385617
1116,1470865.2117713045
1117,1200818.96270347
1118,1158872.179073753
1119,1011410.8174840542
1120,903409.302810301
1121,726959.4551348985
1122,1109817.217381907
1123,849283.8523682565
1124,1235878.8342169174
1125,974429.0907428502
1126,1262209.6531255732
1127,1104656.6565963072
1128,1399073.605135954
1129,593696.4645104567
1130,881803.1562784945
1131,940428.5308341857
1132,2046674.6657122918
1133,1511465.598448093
1134,781748.9044241321
1135,941997.1459247051
1136,1493435.3565235971
1137,1640227.3541945769
1138,1524844.9387197928
1139,1593134.0434026178
1140,970238.1134165315
1141,1201268.0703724702
1142,1006968.1467103084
1143,1033649.9830280854
1144,1055702.2866037178
1145,851875.1602560761
1146,1361282.28404256
1147,986624.2173037359
1148,641180.4231178567
1149,1239353.3843252526
1150,1075790.9976187511
1151,800571.1326263302
1152,262159.418986446
1153,1113766.949611648
1154,911440.7506559591
1155,1043528.9639109538
1156,1021956.1624439978
1157,1423711.5359949274
1158,713420.0040691767
1159,1053672.8175371424
1160,1006249.1127041909
1161,1226983.6210400937
1162,1689757.7603809163
1163,23373.927230098983
1164,1016764.3403068752
1165,809509.8840162025
1166,1399350.0537219467
1167,1196906.3772252768
1168,493993.25565073744
1169,950625.2231136013
1170,1059007.6523542218
1171,1142433.3902510672
1172,1199261.5622940222
1173,713814.0713806759
1174,854958.0109617796
1175,920110.7761294999
1176,423184.3258999147
1177,772301.3905335721
1178,1099174.444018112
1179,1671601.071932777
1180,1138348.505058775
1181,2092363.152879495
1182,784618.8230535852
1183,1656782.7784255655
1184,800194.911938091
1185,647980.3239183966
1186,663436.9121239318
1187,1185546.2305043642
1188,614552.4453754253
1189,1295814.9386569485
1190,1180531.2334901164
1191,1238738.0908005857
1192,2906085.196805316
1193,823580.617999441
1194,635361.7154079513
1195,1017560.0274116058
1196,1015877.520395993
1197,681077.337466167
1198,691057.6858223435
1199,1495743.758579987
1200,1058998.34400141
1201,1138382.990647095
1202,676513.5980879494
1203,571673.1637737926
1204,1053734.1835705573
1205,778292.3670588863
1206,899857.2936235485
1207,1138233.4218083995
1208,967444.2306493309
1209,1971413.3241907824
1210,1373046.3697043033
1211,1010330.6622002757
1212,843767.4113762563
1213,1716796.0874133348
1214,899828.1441573971
1215,937711.1375124474
1216,1077541.111919478
1217,814618.4230315278
1218,1245925.2714918372
1219,1361299.424758343
1220,387823.3788945464
1221,989595.545439645
1222,591424.5432112885
1223,1538388.0654104357
1224,1194028.4707542532
1225,1131140.1510927044
1226,715906.013282439
1227,1127261.2319492004
1228,392904.9702049112
1229,1291352.152403155
1230,1156842.8459229027
1231,556209.1478879589
1232,878241.248524498
1233,575913.0999443048
1234,1050437.973149708
1235,1745073.421637407
1236,1158638.350544831
1237,1273912.9991867095
1238,1045023.1041311495
1239,1150442.8185714562
1240,1554397.413686567
1241,1485667.2881613686
1242,1562695.9450277812
1243,1707032.9995906462
1244,1297128.9038310214
1245,1021846.5872746372
1246,777341.2471778027
1247,913717.350008486
1248,1274047.1821555085
1249,772853.6912473084
1250,1220902.5676617674
1251,1302275.3342060898
1252,2450412.255349983
1253,-123467.07277753926
1254,1555102.124998142
1255,1589986.6553262707
1256,304116.9106929671
1257,1220559.3911853689
1258,839394.1487678308
1259,1165258.0276210932
1260,1361984.1352997466
1261,1335850.9061763221
1262,1296792.0438523304
1263,1053206.7769477884
1264,1519196.0222800195
1265,745139.0454160493
1266,843743.3609428182
1267,830276.9508900251
1268,715350.7378044379
1269,1200260.3505877377
1270,1056632.4471065798
1271,879331.9125818713
1272,1797355.2557003866
1273,1314600.0532893278
1274,1430356.7717228802
1275,1044668.3441811099
1276,836801.5968803484
1277,1457530.7049402627
1278,782138.8730621622
1279,1404837.921720286
1280,1193341.1640659457
1281,1125144.9899385136
1282,721538.7920664102
1283,840971.7319741057
1284,2075857.992164136
1285,949165.510608772
1286,959839.09688654
1287,1020010.1091817582
1288,878680.8591803584
1289,746494.0133280426
1290,1192631.5439306388
1291,701330.4176168551
1292,817011.0105799043
1293,1369661.2639309329
1294,1720608.3780994778
1295,1458507.2923140856
1296,977772.7401950904
1297,880329.6853181777
1298,875371.6042617529
1299,992325.3315717696
1300,892354.9903769663
1301,1220170.313213273
1302,1172000.2666335935
1303,1081489.8321397367
1304,1024828.2369573566
1305,1138665.8097555076
1306,1184803.1972927554
1307,730891.6838713017
1308,832109.8434484808
1309,1410846.724783801
1310,692782.8352857959
1311,1236851.9837994368
1312,982736.8804733545
1313,1279086.0176997245
1314,935005.3322905689
1315,869849.592358584
1316,1488036.5202935236
1317,1352125.8514686911
